,id,volume,subtype,date,year,title,source,person_sentby,person_sentto,city,era,inst_sentby,inst_sentto,person_mentioned,inst_mentioned
47,frus1969-76v30_d48,frus1969-76v30,historical-document,1975-05-27,1975,48. Telegram From the Department of State tothe Embassy in Greece,"Source: National Archives, RG 84, Athens Embassy Files: Lot 78 F 160, Box 60, DEF 15, Bases and Installations 1975. Secret; Immediate; Limdis. Repeated Priority to USNATO, USNMR SHAPE, USDEL MC, USCINCEUR, CINCUSNAVEUR, CINCUSAFE, and CINCLANT.",['Ingersoll Robert S.'],[],Washington,Gerald R. Ford,['the Department of State'],['the Embassy in Greece'],"{'Bitsios Dimitrios', 'Ingersoll Robert S.'}","{'t_GOG1', 't_SOFA1', 't_USNATO1', 't_NATO1', 't_DOD1', 't_Reftel1', 't_NSSM1'}"
48,frus1969-76v30_d49,frus1969-76v30,historical-document,1975-05-28,1975,49. Intelligence Note Prepared in the Bureau of Intelligence and Research,"Source: Ford Library, National Security Adviser, NSC Staff for Europe, Canada, and Ocean Affairs: Convenience Files, 1974–1977, Box 26, Turkey, Turkey 1975 2 NSC. Secret; No Foreign Dissem. Prepared by Louis G. Sarris (INR).",[],[],Washington,Gerald R. Ford,[],[],{'Constantine Karamanlis'},"{'t_USSR1', 't_INR1'}"
49,frus1969-76v30_d50,frus1969-76v30,historical-document,1975-05-29,1975,50. Memorandum of Conversation,"Source: National Archives, RG 59, Records of Henry Kissinger, 1973–1977, Entry 5403, Box 23, Classified External Memoranda of Conversations, May–December 1975. Secret;Nodis. The meeting was held in Ambassador Firestone’s residence. Ford and Kissinger were in Brussels for a meeting of the North Atlantic Council. An undated White House briefing paper by Kissinger is in the Ford Library, National Security Adviser, NSC Staff for Europe, Canada, and Ocean Affairs: Convenience Files, 1974–1977, Box 69, Ford Trips File, May–June 1975 European Trip-NATO 3. An undated Department of State background paper is ibid., Trip Briefing Books and Cables for President Ford, 1974–76, Box 8, Presidential Trip Files, Briefing Book—NATO Background. Another undated Department bilateral briefing paper is ibid., Briefing Book—NATO Bilaterals 3.",[],[],Brussels,Gerald R. Ford,[],[],"{'Clerides Glaufkos', 'Demirel Suleyman', 'Erbakan Necmettin', 'Bitsios Dimitrios', 'Brent C. Scowcroft', 'A. John Tzounis', 'Arthur Hartman', 'A. Henry Kissinger', 'Bulent Ecevit'}","{'t_ICJ1', 't_NATO1', 't_AHEPA1'}"
50,frus1969-76v30_d51,frus1969-76v30,historical-document,1975-07-30,1975,51. Memorandum of Conversation,"Source: Ford Library, National Security Adviser, Memoranda of Conversations, Box 14, CSCE, 7/26–8/4/75. Secret; Nodis. Drafted by Hartman. The meeting was held at the Ambassador’s residence. Ford and Kissinger were in Helsinki for CSCE talks.",[],[],Helsinki,Gerald R. Ford,[],[],"{'Brademas John', '(Mike) J. Mansfield Michael', 'D. Hugh Scott', 'Harold Wilson', 'Paul S. Sarbanes', 'Demirel Suleyman', 'Bitsios Dimitrios', 'Arthur Hartman', 'III Makarios', 'Bulent Ecevit'}","{'t_NATO1', 't_AHEPA1'}"
51,frus1969-76v30_d52,frus1969-76v30,historical-document,1975-08-29,1975,52. Telegram From the Embassy in Greece to the Department of State,"Source: National Archives, RG 84, Athens Embassy Files: Lot 78 F 160, Box 63, POL 23, International Security, 1975. Secret; Priority; Limdis. Drafted by Monteagle Stearns and cleared by George Barbis (POL).",['B. Jack Kubisch'],[],Athens,Gerald R. Ford,['the Embassy in Greece'],['the Department of State'],"{'A. John Tzounis', 'B. Jack Kubisch'}","{'t_GOG1', 't_DCM1', 't_MFA1', 't_Reftel1'}"
52,frus1969-76v30_d53,frus1969-76v30,historical-document,1975-10-03,1975,53. Telegram From the Department of State to the Mission to the North Atlantic Treaty Organization and the Embassy in Greece,"Source: National Archives, RG 84, Athens Embassy Files: Lot 96 F 335, Box 1, DEF 4–6, 1975 Greek Withdrawal. Secret; Priority. Repeated Priority to all NATO capitals, Nicosia, USNMR SHAPE, USCINCEUR, and USDOCOSOUTH.",['A. Henry Kissinger'],[],Washington,Gerald R. Ford,['the Department of State'],['the Mission to the North Atlantic Treaty Organization and the Embassy in Greece'],"{'Arthur Hartman', 'A. Henry Kissinger', 'Joseph Luns M.A.H.'}","{'t_GOG1', 't_USNATO1', 't_SHAPE1', 't_NATO1', 't_SACEUR1', 't_DPC1'}"
53,frus1969-76v30_d54,frus1969-76v30,historical-document,1975-10-17,1975,54. Memorandum of Conversation,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box CL 282, Memoranda of Conversations, Presidential File, October 1975. Secret; Nodis. The meeting was held in the White House Oval Office.",[],[],Washington,Gerald R. Ford,[],[],"{'B. Jack Kubisch', 'Constantine Karamanlis', 'Brent C. Scowcroft', 'III Makarios', 'Ford Gerald R.', 'A. Henry Kissinger'}",{'t_NATO1'}
54,frus1969-76v30_d55,frus1969-76v30,historical-document,1975-10-24,1975,55. Interagency Intelligence Memorandum,"Source: Central Intelligence Agency, Executive Registry, Job 80–M00165A, Box 17, Greece. Secret. A note on the first page reads: “This memorandum, prepared under the auspices of the National Intelligence Officer for Western Europe, was drafted by CIA/OCI with contributions from DIA and State. It was reviewed and endorsed by a working group of analysts from CIA, DIA, State/INR, and the services, chaired by a representative of INR.”",[],[],Washington,Gerald R. Ford,[],[],"{'Andreas Papandreou', 'Clerides Glaufkos', 'Georgios Mavros', 'Averoff-Tositsas Evangelos', 'III Makarios', 'Col. George Lt. Papadopoulos', 'Constantine Tsatsos', 'Brigadier Dimitrios Gen. Ioannides'}","{'t_EC1', 't_GNP1', 't_DCI1', 't_NATO1'}"
55,frus1969-76v30_d56,frus1969-76v30,historical-document,1975-12-15,1975,56. Paper Prepared in Response to National Security Study Memorandum 222,"Source: Ford Library, NSC Institutional Files (H–Files), Box H–35, NSSM 222. Secret; Exdis. The paper was forward to the Departments of State and Defense and the CIA for agency comment on December 24. (Ibid.) NSSM 222 is Document 45.",[],[],Washington,Gerald R. Ford,[],[],"{'Constantine Karamanlis', 'III Makarios'}","{'t_USSR1', 't_EC1', 't_NATO1', 't_UK1', 't_SSBN1', 't_CONUS1', 't_FY1'}"
56,frus1969-76v30_d57,frus1969-76v30,historical-document,1975-12-24,1975,57. Telegram From the Embassy in Greece to the Department of State,"Source: National Archives, RG 84, Athens Embassy Files: Lot 78 F 160, Box 63, POL 23–8, Assassination of Richard Welch. Confidential; Immediate; Exdis. Drafted by George Barbis (POL), cleared by Monteagle Stearns (DCM) and R. Estes (OSA), and approved by Kubisch.",['B. Jack Kubisch'],[],Athens,Gerald R. Ford,['the Embassy in Greece'],['the Department of State'],"{'B. Jack Kubisch', 'Bitsios Dimitrios', 'Averoff-Tositsas Evangelos', 'Richard Welch', 'Constantine Tsatsos'}",{'t_CIA1'}
57,frus1969-76v30_d58,frus1969-76v30,historical-document,1975-12-24,1975,58. Memorandum Prepared in the Central Intelligence Agency,"Source: Central Intelligence Agency, Executive Registry, Job 80–M00165A, Box 17, Death of Richard Welch. Secret; Not Releasable to Foreign Nationals.",[],[],Washington,Gerald R. Ford,[],[],"{'Lyssarides Vassos', 'Andreas Papandreou'}",{'t_CIA1'}
58,frus1969-76v30_d59,frus1969-76v30,historical-document,1975-12-30,1975,59. Telegram From the Embassy in Greece to the Department of State,"Source: National Archives, RG 84, Athens Embassy Files: Lot 78 F 160, Box 63, POL 23–8, Assassination of Richard Welch. Limited Official Use; Immediate. Repeated Priority to Ankara, Nicosia, Thessaloniki, and DIA with a request to pass to USIA. Drafted by John Collins (POL); cleared by Stearns, Edward Alexander (PAO), and R. Estes (OSA); and approved by Barbis (POL).",['B. Jack Kubisch'],[],Athens,Gerald R. Ford,['Embassy in Greece'],['the Department of State'],"{'B. Jack Kubisch', 'Richard Welch'}","{'t_USIA1', 't_VOA1'}"
59,frus1969-76v30_d60,frus1969-76v30,historical-document,1976-02-26,1976,60. Memorandum From A. Denis Clift of the National Security Council Staff to the President’s Assistant for National Security Affairs (Scowcroft),"Source: Ford Library, National Security Adviser, Presidential Country Files for Middle East and South Asia, Box 10, Greece 4. Secret. Sent for information. Scowcroft wrote “thanks” and initialed the memorandum.",['A. Clift Denis'],['Brent C. Scowcroft'],Washington,Gerald R. Ford,[],[],"{'Brent C. Scowcroft', 'A. Clift Denis'}","{'t_SOFA1', 't_DOD1', 't_NATO1'}"
60,frus1969-76v30_d61,frus1969-76v30,historical-document,1976-03-04,1976,61. Backchannel Message From the Ambassdor to Greece (Kubisch) to the President’s Assistant for National Security Affairs (Scowcroft),"Source: Ford Library, National Security Adviser, Back Channel Messages, 1974–1977, Box 4, Mideast/Africa, Incoming 3/76. Secret; Eyes Only.",['B. Jack Kubisch'],['Brent C. Scowcroft'],Athens,Gerald R. Ford,[],[],"{'B. Jack Kubisch', 'Brent C. Scowcroft'}",{'t_NATO1'}
61,frus1969-76v30_d62,frus1969-76v30,historical-document,1976-03-31,1976,62. Memorandum of Conversation,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box CL 275, Memoranda of Conversations, Chronological File. Secret; Nodis. Drafted by Eagleton and approved in S on July 13. The meeting was held in the Secretary’s office.",[],[],Washington,Gerald R. Ford,[],[],"{'J. Joseph Sisco', 'Georgios Mavros', 'Callaghan James', 'Eagleton F. Thomas', 'Bitsios Dimitrios', 'A. Henry Kissinger', 'Bulent Ecevit', 'Alexandrakis Menelaos'}","{'t_NATO1', 't_EURSE1'}"
62,frus1969-76v30_d63,frus1969-76v30,historical-document,1976-04-08,1976,63. Memorandum From the President’s Assistant for National Security Affairs (Scowcroft) to President Ford,"Source: Ford Library, National Security Adviser, Presidential Correspondence with Foreign Leaders, 1974–1977, Box 2, Greece, Karamanlis. Secret. Sent for action. A notation on the memorandum indicates the President saw it.",['Brent C. Scowcroft'],['Ford Gerald R.'],Washington,Gerald R. Ford,[],[],"{'Bitsios Dimitrios', 'Brent C. Scowcroft', 'Ford Gerald R.', 'A. Henry Kissinger'}",{'t_DCA1'}
63,frus1969-76v30_d64,frus1969-76v30,historical-document,1976-04-14,1976,64. Memorandum of Conversation,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box CL 275, Memoranda of Conversations, Chronological File. Secret; Nodis. Drafted by Eagleton on April 16 and approved in S on July 7. The meeting was held in the Secretary’s office. Several meetings took place in preparation for this 4 p.m. meeting. Kissinger, Sisco, and Hartman met with Alexandrakis on April 1. (Memorandum of conversation; ibid.) Internal State meetings were held on April 2, 5, and 14 (9:45 a.m. and 1:15 p.m.). (Memoranda of conversations; ibid.)",[],[],Washington,Gerald R. Ford,[],[],"{'J. Joseph Sisco', 'Clerides Glaufkos', 'Denktash Rauf', 'Bitsios Dimitrios', 'A. John Tzounis', 'Arthur Hartman', 'Kurt Waldheim', 'III Makarios', 'Col. George Lt. Papadopoulos', 'Hamilton Herbert Lee', 'Bulent Ecevit', 'Alexandrakis Menelaos'}","{'t_NATO1', 't_EURSE1'}"
64,frus1969-76v30_d65,frus1969-76v30,historical-document,1976-05-20,1976,65. Memorandum From the President’s Assistant for National Security Affairs (Scowcroft) to President Ford,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box CL 276, Memoranda of Conversations, Chronological File. Secret; Sensitive; Nodis. A notation on the memorandum indicates the President saw it.",['Brent C. Scowcroft'],['Ford Gerald R.'],Washington,Gerald R. Ford,[],[],"{'Dietrich Genscher Hans', 'Helmut Schmidt', 'Demirel Suleyman', 'Kurt Waldheim', 'Bitsios Dimitrios', 'Brent C. Scowcroft', 'Ford Gerald R.', 'Constantine Tsatsos', 'A. Henry Kissinger'}",set()
65,frus1969-76v30_d66,frus1969-76v30,historical-document,1976-08-02,1976,66. Memorandum From the President’s Assistant for National Security Affairs (Scowcroft) to President Ford,"Source: Ford Library, National Security Adviser, Presidential Country Files for Middle East and South Asia, Box 10, Greece 6. Secret. Sent for information. A notation on the memorandum indicates the President saw it.",['Brent C. Scowcroft'],['Ford Gerald R.'],Washington,Gerald R. Ford,[],[],"{'B. Jack Kubisch', 'Bitsios Dimitrios', 'Brent C. Scowcroft', 'Ford Gerald R.', 'A. Henry Kissinger'}",set()
66,frus1969-76v30_d67,frus1969-76v30,historical-document,1976-08-14,1976,67. Memorandum of Conversation,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box CL 344, Department of State, Memoranda of Conversations, External. Confidential; Nodis. The meeting was held in the Waldorf Towers, where Kissinger stayed while attending a UN Security Council session. He met with Foreign Minister Caglayangil later that morning; see Document 245.",[],[],New York,Gerald R. Ford,[],[],"{'Bulent Ecevit', 'B. Jack Kubisch', 'Demirel Suleyman', 'Bitsios Dimitrios', 'A. Henry Kissinger', 'C. Habib Philip', 'Alexandrakis Menelaos'}",{'t_ICJ1'}
67,frus1969-76v30_d68,frus1969-76v30,historical-document,1976-09-29,1976,68. Memorandum From the President’s Assistant for National Security Affairs (Scowcroft) to President Ford,"Source: Ford Library, National Security Adviser, Presidential Country Files for Middle East and South Asia, Box 10, Greece 6. Secret; Sensitive. Sent for information.",['Brent C. Scowcroft'],['Ford Gerald R.'],Washington,Gerald R. Ford,[],[],"{'Brent C. Scowcroft', 'Ford Gerald R.'}",{'t_DCA1'}
68,frus1969-76v30_d69,frus1969-76v30,historical-document,1976-09-29,1976,69. Memorandum of Conversation,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box CL 276, Memoranda of Conversations, Chronological File. Secret; Nodis. Drafted by Ledsky on September 30 and approved in S on October 13. The meeting was held in the Secretary’s suite at the Waldorf Towers Hotel. Kissinger met with Turkish Foreign Minister Caglayangil earlier that morning; see Document 246.",[],[],New York,Gerald R. Ford,[],[],"{'Bitsios Dimitrios', 'A. John Tzounis', 'C. Habib Philip', 'Arthur Hartman'}","{'t_UNGA1', 't_EUR1', 't_RG1', 't_EURSE1'}"
69,frus1969-76v30_d70,frus1969-76v30,historical-document,1976-10-01,1976,70. Memorandum From A. Denis Clift of the National Security Council Staff to the President’s Assistant for National Security Affairs (Scowcroft),"Source: Ford Library, National Security Adviser, Presidential Country Files for Middle East and South Asia, Box 10, Greece 6. Secret. Sent for information. A notation on the memorandum indicates Scowcroft saw it.",['A. Clift Denis'],['Brent C. Scowcroft'],Washington,Gerald R. Ford,[],[],"{'Brent C. Scowcroft', 'A. Clift Denis', 'Andreas Papandreou'}",{'t_CIA1'}
70,frus1969-76v30_d71,frus1969-76v30,historical-document,1976-10-19,1976,71. Memorandum From A. Denis Clift of the National Security Council Staff to the President’s Assistant for National Security Affairs (Scowcroft),"Source: Ford Library, National Security Adviser, Presidential Country Files for Middle East and South Asia, Box 10, Greece 6. Secret; Sensitive. Sent for information.",['A. Clift Denis'],['Brent C. Scowcroft'],Washington,Gerald R. Ford,[],[],"{'Brent C. Scowcroft', 'A. Clift Denis', 'Col. George Lt. Papadopoulos'}",{'t_CIA1'}
71,frus1969-76v30_d72,frus1969-76v30,historical-document,1973-02-21,1973,72. Intelligence Note Prepared in the Bureau of Intelligence and Research,"Source: National Archives, RG 59, Central Files 1970–73, POL 15–1 CYP. Secret; No Foreign Dissem. Drafted by Bernard Rotklein and cleared by George Denney, Jr., and Curtis Jones, Director, INR/Near East and South Asia.",[],[],Washington,Richard M. Nixon,[],[],"{'III Makarios', 'Col. George Grivas'}","{'t_AKEL1', 't_UK1'}"
72,frus1969-76v30_d73,frus1969-76v30,historical-document,1973-09-24,1973,73. Intelligence Report Prepared in the Central Intelligence Agency,"Source: Central Intelligence Agency, Office of Current Intelligence, Job 79–T00861A, Box 22, Folder 14. Secret; No Foreign Dissem.",[],[],Washington,Richard M. Nixon,[],[],"{'Lyssarides Vassos', 'III Makarios', 'Col. George Lt. Papadopoulos', 'Col. George Grivas', 'Alexis Johnson U.', 'Denktash Rauf'}","{'t_UK1', 't_UN1', 't_NATO1', 't_USSR1'}"
73,frus1969-76v30_d74,frus1969-76v30,historical-document,1974-04-04,1974,74. Telegram From the Embassy in Cyprus to the Department of State,"Source: National Archives, RG 59, Central Foreign Policy Files, 1974. Confidential; Priority. Repeated to Ankara, Athens, London, US NATO, USUN, USDOCOSOUTH, and USEUCOM.",['Grant'],[],Nicosia,Richard M. Nixon,['the Embassy in Cyprus'],['the Department of State'],"{'Bibiano Osorio-Tafall', 'Clerides Glaufkos', 'III Makarios', 'Denktash Rauf'}","{'t_GOT1', 't_Dept1', 't_USG1', 't_SEPTEL1', 't_Reftel1'}"
74,frus1969-76v30_d75,frus1969-76v30,historical-document,1974-05-06,1974,75. Study Prepared by the Interdepartmental Group for Near East and South Asia,"Source: National Archives, S/S–I Files: Lot 83 D 411, Box 3418, NSC Contingency Plans: Cyprus. Secret. The paper was drafted by Thomas Boyatt and Richard Erdman of the Cyprus Desk, reviewed by the Contingency Planning Working Group, and transmitted to the Washington Special Actions Group on May 6 by Brandon Grove, Jr., Alternate Chairman.",[],[],Washington,Richard M. Nixon,[],[],"{'Cyrus Vance', 'III Makarios', 'Col. George Lt. Papadopoulos', 'Col. George Grivas', 'Alexis Johnson U.'}","{'t_USSR1', 't_AID1', 't_UNFICYP1', 't_NATO1', 't_GOC1', 't_SYG1', 't_UK1', 't_UN1', 't_USG1'}"
75,frus1969-76v30_d76,frus1969-76v30,historical-document,1974-06-25,1974,76. Telegram From the Embassy in Turkey to the Department of State,"Source: National Archives, Nixon Presidential Materials, NSC Files, Box 1312, Saunders Chron File, NSC Secretariat, Richard M. Nixon Cables/Contingency Plans 1974, Cyprus and Greek-Turkish Contingency Plans. Secret; Exdis. Repeated to Athens, Nicosia, and USUN.",['B. Macomber William'],[],Ankara,Richard M. Nixon,['the Embassy in Turkey'],['the Department of State'],"{'III Makarios', 'Col. George Lt. Papadopoulos', 'Col. George Grivas', 'B. Macomber William', 'Brigadier Dimitrios Gen. Ioannides'}","{'t_GOG1', 't_Reftel1', 't_GOC1', 't_GOT1'}"
76,frus1969-76v30_d77,frus1969-76v30,historical-document,1974-06-29,1974,77. Telegram From the Department of State to the Embassies in Greece and Cyprus,"Source: National Archives, Nixon Presidential Materials, NSC Files, Box 594, Country Files, Middle East, Greece, Vol. IV. Secret; Priority; Nodis. Repeated to Ankara. Drafted by John Day of the Office of Greek Affairs; cleared by Sisco, Boyatt, Stabler, Dillon, and Samuel Gammon (S/S).",['J. Joseph Sisco'],[],Washington,Richard M. Nixon,['the Department of State'],['the Embassies in Greece and Cyprus'],"{'J. Joseph Sisco', 'Henry Tasca', 'III Makarios', 'Brigadier Dimitrios Gen. Ioannides'}","{'t_GOG1', 't_GOC1'}"
77,frus1969-76v30_d78,frus1969-76v30,historical-document,1974-07-09,1974,78. Telegram From the Embassy in Cyprus to the Department of State,"Source: National Archives, Nixon Presidential Materials, NSC Files, Box 1312, Saunders Chron File, NSC Secretariat, Richard M. Nixon Cables/Contingency Plans 1974, Cyprus and Greek-Turkish Contingency Plans. Secret. Repeated to Athens, Ankara, London, USDOC-OSOUTH, USEUCOM, USNATO, and USUN.",['Davies P. Rodger'],[],Nicosia,Richard M. Nixon,['the Embassy in Cyprus'],['the Department of State'],"{'Davies P. Rodger', 'III Makarios'}",{'t_NG1'}
78,frus1969-76v30_d79,frus1969-76v30,historical-document,1974-07-15,1974,79. Memorandum From Rosemary Niehuss of the National Security Council Staff to Secretary of State Kissinger,"Source: National Archives, Nixon Presidential Materials, NSC Files, Box 592, Country Files, Middle East, Cyprus, Vol. II. Secret. Sent for information. Kissinger discussed the Cyprus crisis in the third volume of his memoirs, Years of Renewal (Simon and Schuster, 1999), pp. 192–238.",['Niehuss Rosemary'],['A. Henry Kissinger'],Washington,Richard M. Nixon,[],[],"{'Niehuss Rosemary', 'III Makarios', 'A. Henry Kissinger', 'Brigadier Dimitrios Gen. Ioannides', 'Denktash Rauf'}","{'t_UN1', 't_NATO1', 't_WSAG1'}"
79,frus1969-76v30_d80,frus1969-76v30,historical-document,1974-07-15,1974,80. Minutes of Meeting of the Washington Special Actions Group,"Source: National Archives, Nixon Presidential Materials, NSC Institutional Files (H–Files), Box H–096, Meetings Files, WSAG Meetings. Top Secret; Codeword. The meeting took place in the Situation Room of the White House.",[],[],Washington,Richard M. Nixon,[],[],"{'Henry Tasca', 'Nikos Sampson', 'Kurt Waldheim', 'Dimitriou G. Nicos', 'Niehuss Rosemary', 'Ellsworth F. Robert', 'Ingersoll Robert S.', 'Colonel Kennedy Richard T.', 'Col. George Grivas', 'Donald H. Rumsfeld', 'J. McCloskey Robert', 'III Makarios', 'J. Joseph Sisco', 'Colby E. William', 'Brown George S.', 'Boyatt Thomas', '(Bill) Clements Jr. William', 'John Pauly', 'A. Henry Kissinger', 'Stabler Wells'}","{'t_JCS1', 't_NSC1', 't_CIA1', 't_NATO1', 't_Col1', 't_UN1', 't_WSAG1'}"
80,frus1969-76v30_d81,frus1969-76v30,historical-document,1974-07-15,1974,81. Telegram From the Embassy in Greece to the Department of State,"Source: National Archives, RG 59, Central Foreign Policy Files, 1974. Secret; Immediate; Exdis. Repeated Immediate to Nicosia, London, Ankara, USNATO, USUN, and USCINCEUR.",['Henry Tasca'],[],Athens,Richard M. Nixon,['the Embassy in Greece'],['the Department of State'],"{'Henry Tasca', 'III Makarios', 'Brigadier Dimitrios Gen. Ioannides', 'Ghizikis Phaidon'}","{'t_GOG1', 't_Dept1', 't_NATO1'}"
81,frus1969-76v30_d82,frus1969-76v30,historical-document,1974-07-15,1974,82. Telegram From the Department of State to the Embassy in Greece,"Source: Ford Library, National Security Adviser, Kissinger– Scowcroft West Wing Office Files, 1969–77, Box 7, Cyprus 3. Secret; Flash. Repeated to Nicosia, Ankara, USNATO and USUN.",['A. Henry Kissinger'],[],Washington,Richard M. Nixon,['the Department of State'],['the Embassy in Greece'],"{'Brigadier Dimitrios Gen. Ioannides', 'A. Henry Kissinger'}","{'t_GOG1', 't_NATO1', 't_GOT1'}"
82,frus1969-76v30_d83,frus1969-76v30,historical-document,1974-07-15,1974,83. Transcript of Telephone Conversation Between Secretary of State Kissinger and the Soviet Ambassador (Dobrynin),"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box 396, Telephone Conversations, Anatoly Dobrynin. No classification marking.",['A. Henry Kissinger'],['Anatoly Dobrynin F.'],Washington,Richard M. Nixon,[],[],"{'III Makarios', 'Anatoly Dobrynin F.', 'A. Henry Kissinger'}",set()
83,frus1969-76v30_d84,frus1969-76v30,historical-document,1974-07-15,1974,84. Transcript of Telephone Conversation Between Secretary of State Kissinger and the Soviet Ambassador (Dobrynin),"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box 396, Telephone Conversations, Anatoly Dobrynin. No classification marking.",['A. Henry Kissinger'],['Anatoly Dobrynin F.'],Washington,Richard M. Nixon,[],[],"{'III Makarios', 'Anatoly Dobrynin F.', 'A. Henry Kissinger'}",{'t_UN1'}
84,frus1969-76v30_d85,frus1969-76v30,historical-document,1974-07-15,1974,85. Telegram From the Embassy in Turkey to the Department of State,"Source: National Archives, Nixon Presidential Materials, NSC Files, Box 634, Country Files, Middle East, Turkey, Vol. IV. Secret; Niact; Immediate; Exdis. Repeated to Nicosia, Athens, London, USNATO, USUN, USNMR SHAPE, USDOCOSOUTH, CINCUSAFE, COMSIXTHFLT, and USCINCEUR.",['Spain'],[],Ankara,Richard M. Nixon,['the Embassy in Turkey'],['the Department of State'],"{'Nikos Sampson', 'III Makarios', 'Brigadier Dimitrios Gen. Ioannides', 'Clerides Glaufkos'}","{'t_NATO1', 't_UNFICYP1', 't_GOT1', 't_UN1', 't_USG1'}"
85,frus1969-76v30_d86,frus1969-76v30,historical-document,1974-07-16,1974,86. Minutes of Meeting of the Washington Special Actions Group,"Source: National Archives, Nixon Presidential Materials, NSC Institutional Files (H–Files), Box H–096, Meeting Files, WSAG Meetings. Top Secret; Codeword. The meeting took place in the Situation Room of the White House.",[],[],Washington,Richard M. Nixon,[],[],"{'Henry Tasca', 'Nikos Sampson', 'Callaghan James', 'Kurt Waldheim', 'Niehuss Rosemary', 'Eugene Rossides', 'A. John Scali', 'Ellsworth F. Robert', 'Ingersoll Robert S.', 'Colonel Kennedy Richard T.', 'B. Macomber William', 'Buffum William', 'J. McCloskey Robert', 'III Makarios', 'J. Joseph Sisco', 'H. Harold Saunders “Hal”', 'Colby E. William', 'Boyatt Thomas', '(Bill) Clements Jr. William', 'John Pauly', 'A. Henry Kissinger', 'Stabler Wells', 'Bulent Ecevit', 'Brigadier Dimitrios Gen. Ioannides'}","{'t_JCS1', 't_NSC1', 't_CIA1', 't_UK1', 't_UN1', 't_USUN1', 't_UNSC1'}"
86,frus1969-76v30_d87,frus1969-76v30,historical-document,1974-07-16,1974,87. Transcript of Telephone Conversation Between Secretary of State Kissinger and United Nations Secretary General Waldheim,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box 384, Telephone Conversations, Chronological File. No classification marking. Kissinger was in Washington; Waldheim was in New York.",['A. Henry Kissinger'],['Kurt Waldheim'],,Richard M. Nixon,[],[],"{'J. Joseph Sisco', 'Buffum William', 'Eugene Rossides', 'Callaghan James', 'Kurt Waldheim', 'III Makarios', 'A. Henry Kissinger'}",set()
87,frus1969-76v30_d88,frus1969-76v30,historical-document,1974-07-16,1974,88. Telegram From the Embassy in Greece to the Department of State,"Source: National Archives, Nixon Presidential Materials, NSC Files, Box 1312, Saunders Chron File, NSC Secretariat, Richard M. Nixon Cables/Contingency Plans 1974, Cyprus and Greek-Turkish Contingency Plans. Secret; Immediate; Exdis. Repeated to Nicosia, Ankara, and USNATO. A handwritten note by Clift, presumably to Scowcroft, reads, “Read this one in detail!”",['Henry Tasca'],[],Athens,Richard M. Nixon,['the Embassy in Greece'],['the Department of State'],"{'Henry Tasca', 'Dimitriou G. Nicos', 'Nikos Sampson', 'III Makarios', 'A. Henry Kissinger', 'Brigadier Dimitrios Gen. Ioannides'}","{'t_AKEL1', 't_GOG1', 't_USG1', 't_GOT1'}"
88,frus1969-76v30_d89,frus1969-76v30,historical-document,1974-07-16,1974,89. Telegram From the Embassy in Greece to the Department of State,"Source: National Archives, Nixon Presidential Materials, NSC Files, Box 1312, NSC Secretariat, Richard M. Nixon Cables/Contingency Plans 1974, Cyprus and Greek-Turkish Contingency Plans. Secret; Immediate; Exdis. Repeated Priority to Nicosia, Ankara, USNATO, and USUN.",['Henry Tasca'],[],Athens,Richard M. Nixon,['the Embassy in Greece'],['the Department of State'],"{'Nikos Sampson', 'Henry Tasca', 'III Makarios', 'Brigadier Dimitrios Gen. Ioannides'}","{'t_GOG1', 't_USSR1', 't_KYP1', 't_GOT1', 't_UN1'}"
89,frus1969-76v30_d90,frus1969-76v30,historical-document,1974-07-17,1974,90. Telegram From the Embassy in Turkey to the Department of State,"Source: National Archives, Nixon Presidential Materials, NSC Files, Box 1312, Saunders Chron File, NSC Secretariat, Richard M. Nixon Cables/Contingency Plans 1974, Cyprus and Greek-Turkish Contingency Plans. Secret; Niact Immediate; Nodis.",['B. Macomber William'],[],Ankara,Richard M. Nixon,[],[],"{'B. Macomber William', 'Hasan Isik', 'III Makarios', 'A. Henry Kissinger'}","{'t_GOG1', 't_SOV1', 't_AMB1', 't_NATO1', 't_GOT1', 't_DCM1', 't_UN1', 't_UK1', 't_USG1'}"
